race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Dwarf,obsidian,male,Rhunel,Palechant,Rhunel Palechant,18,academic,8,"physical_disability,mental_health_disability",0.7311618572482033,0.8884243621270917,0.4907732297129215,0.6297605276987595,0.3237639450025112,0.7811618572482032,0.8384243621270917,0.3407732297129214,0.6297605276987595,0.8737639450025113,0.9701722471605596,0.8700140296544442,0.5631431090365969,0.809229177133422,0.8367016897523418,0.6633769088850673,0.8356922945822414,0.4980338594471145,159,4.2.36,Ritual and Recollection,Faculty of Living Lore,Oral Histories and Memorycraft,"Memory as Method: Ritual, Repetition, Refrain,Personal and Collective Recollection Practices",2,0.05,0.07350861235802798
Elf,baobab,male,Taelon,Crownweaver,Taelon Crownweaver,25,vocational,1,,0.583702487104339,0.8607452881064283,0.6996378807446963,0.3164898920519466,0.3735625454610594,0.633702487104339,1.0,0.7496378807446963,0.3164898920519466,0.2235625454610594,0.7640363263509389,0.6036881910023615,0.966355715920262,0.5834923287210099,0.6181784961837214,0.5317917273016091,0.7510379310197469,0.599739695687831,160,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.5,0.5132018163175469
Dwarf,granite,male,Karik,Ironsanct,Karik Ironsanct,18,academic,7,no_known_disabilities,0.4216935778341712,0.825374284076363,0.6932369689551527,0.6559951559999757,0.3494999084882711,0.5716935778341712,0.875374284076363,0.7432369689551527,0.6559951559999757,0.4994999084882711,0.610484099349596,0.6840134025315087,0.8807644629405127,0.3908181073971022,0.5744842517233557,0.575674574111966,0.4854241315720438,0.6393548353978795,161,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.85,0.8626935627508969
Elf,ash,female,Ysolde,Ashmantle,Ysolde Ashmantle,18,vocational,3,,0.8120868955480268,0.6963039378958573,0.7617559855488087,0.4732442681520721,0.5350329576055088,0.9120868955480268,0.7463039378958573,0.8617559855488087,0.4732442681520721,0.5850329576055089,0.676537554714935,0.650678839539992,0.6362213708042084,0.7053603337688187,0.8571704539902294,0.782701323650498,0.6828993871207901,0.7488196610575428,162,3.1.28,Indigenous and Folk Knowledge Systems,Faculty of Integrative Inquiry,Ecologies of Knowledge,"Introduction to Indigenous and Folk Epistemologies,Story, Land, and Lineage as Knowledge Archives",2,0.05,0.058826877735746755
Dwarf,granite,male,Farnir,Graniteborn,Farnir Graniteborn,18,academic,7,adhd,0.5924712818430704,0.8616670125492273,0.5334138330575007,0.572963496985342,0.4950022305242679,0.8424712818430703,0.7616670125492272,0.6834138330575006,0.572963496985342,0.745002230524268,0.4663001447531131,0.7979577832150088,0.7276164681436926,0.4031458458179597,0.6385938324142209,0.6044118379940863,0.5976874537671366,0.6512953997373855,163,4.4.42,Consensus Systems in Hybrid Societies,Faculty of Living Lore,Political Myth and Governance,"Foundations of Consensus: Song, Circle, and Signal,Polylogic: Speaking Across Worlds and Logics",2,0.55,0.5483150072376557
Dwarf,malachite,male,Meldrak,Rivetbrow,Meldrak Rivetbrow,23,vocational,2,requires_personal_care,0.6022175704332879,0.8272838532303998,0.4417958447134139,0.8598681091736031,0.461475764858722,0.6522175704332879,1.0,0.4917958447134139,0.8598681091736031,0.311475764858722,0.8318365174916977,0.8853937013126717,0.6636755077037705,0.7680606438310753,0.7760406842375855,0.7615049873603121,0.7740051091443154,0.9169489539979844,164,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.45,0.4665918258745849
Elf,ash,female,Alira,Ashmantle,Alira Ashmantle,18,academic,8,mental_health_disability,0.7706949582912368,0.6594437738845462,0.6373889643468607,0.5190367976243753,0.5293631454592986,0.8206949582912367,0.6094437738845462,0.4873889643468606,0.5190367976243753,0.9793631454592988,0.6267603072888049,0.6911377673249769,0.7162680861382434,0.6910299303098398,0.9003308411571813,0.5478050347937423,0.7233066506695345,0.6972762748615156,165,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.6,0.6063380153644402
Dwarf,slate,female,Delra,Rulestone,Delra Rulestone,18,academic,8,physical_disability,0.6502974387248195,0.8443383503049169,0.3939222125684267,0.5375090438278918,0.5586121959652157,0.8002974387248194,0.8943383503049168,0.4439222125684268,0.5375090438278918,0.8086121959652157,0.5714473807611979,0.5986177064098777,0.8801167950837728,0.5756816152979392,0.7178461565667223,0.3169758362523447,0.5637488520252858,0.8468301830969654,166,1.3.8,Hammercraft,Faculty of Applied Forging,Forge Arts and Metallurgy,"Hammer as Pedagogue: Rhythm, Impact, Intent,Embodied Skills Lab: Holding, Striking, Shaping",2,0.05,0.09158404854643717
Dwarf,granite,female,Baldra,Halberdfist,Baldra Halberdfist,18,academic,1,no_known_disabilities,0.5463427274161041,0.9454236349109266,0.5361778409265388,0.5520998860430042,0.3716515885351309,0.8463427274161041,0.95,0.7361778409265387,0.5520998860430042,0.3216515885351309,0.7087973390087682,0.708055390857496,0.8303382159027266,0.4229711946376511,0.7649971818317238,0.6491561603028309,0.6111439795069074,0.6875328573022687,167,4.3.40,Critical Power,Faculty of Living Lore,Philosophy and Ethics,"Power as Pattern: Visibility, Inheritance, Flow,Naming the Bindings: Ideology, Myth, and Control",2,0.6,0.6104398669504384
Dwarf,obsidian,female,Nyssa,Cryptscroll,Nyssa Cryptscroll,18,academic,6,mental_health_disability,0.8067236819558257,0.7407074819153651,0.5785666598682407,0.5923258310746478,0.3934958749963946,0.9067236819558256,0.690707481915365,0.4785666598682407,0.5923258310746478,0.7434958749963947,0.9495251309192816,0.8873990127653915,0.5442467022067567,0.7314614388316094,0.8522177456467852,0.5990861736197348,0.9638612812515092,0.3924672645729504,168,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.95,0.972476256545964
Dwarf,obsidian,neuter,Kaelen,Obsidianmark,Kaelen Obsidianmark,18,academic,4,,0.8679150577494746,0.7001707414579662,0.3762777482966791,0.5893148179810661,0.3074952246845548,1.0,0.7501707414579661,0.4762777482966791,0.5893148179810661,0.3574952246845548,0.841440720028966,0.7495021295436797,0.7120041640441853,0.7570864150940604,0.8926087583560645,0.6960602612018397,0.9949838377832716,0.4572387864710757,169,3.1.27,Epistemological Justice,Faculty of Integrative Inquiry,Ecologies of Knowledge,"What Counts as Knowledge? A Critical Introduction,Mapping Epistemic Power: Institutions, Identity, Inheritance",2,0.85,0.8670720360014483
Dwarf,alabaster,female,Solva,Mosshearth,Solva Mosshearth,18,vocational,6,adhd,0.5617645964534963,0.6057443140830053,0.2378330425035875,0.6389571040253643,0.6028587239069617,0.7617645964534963,0.5057443140830052,0.4378330425035874,0.6389571040253643,0.7528587239069617,0.7286638862069511,0.7767281231699309,0.6876785356488864,0.5330951835011801,0.7421350284119407,0.6270840136602618,0.7686205006807815,0.4533415164338992,170,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.8,0.8114331943103475
Dwarf,alabaster,male,Halem,Basketmark,Halem Basketmark,18,vocational,1,requires_personal_care,0.7763431640542526,0.7928258072598715,0.2666848299915756,0.6624318103789119,0.6261160529686389,0.9763431640542526,0.8428258072598714,0.4666848299915755,0.6624318103789119,0.576116052968639,0.6860749017309822,0.891992485773277,0.4761414600800857,0.8301585577310242,0.6887586139452935,0.7194051205449062,0.6922515833112203,0.5979831802165775,171,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.25,0.25930374508654913
Elf,ash,female,Maelis,Ashmantle,Maelis Ashmantle,18,academic,1,no_known_disabilities,0.8454923453025909,0.6007047201928525,0.672374659265564,0.5544352704799403,0.5539781513711326,1.0,0.6507047201928524,0.8723746592655639,0.5544352704799403,0.5039781513711327,0.6667297158463752,0.6916402728176346,0.7096392882694116,0.6967371165979513,0.913717501228628,0.6397621186243346,0.7050270930493868,0.5171226964637943,172,1.3.8,Hammercraft,Faculty of Applied Forging,Forge Arts and Metallurgy,"Hammer as Pedagogue: Rhythm, Impact, Intent,Embodied Skills Lab: Holding, Striking, Shaping",2,0.05,0.07930041461925992
Dwarf,malachite,neuter,Lomni,Copperlash,Lomni Copperlash,18,vocational,8,no_known_disabilities,0.8395667514391797,0.7267572835527595,0.6342097912514886,0.8730588372434089,0.3148500184305305,0.8895667514391796,0.7767572835527594,0.6842097912514885,0.8730588372434089,0.4648500184305306,0.7791061985770952,0.945214107060564,0.5194621654332228,0.7232314338610951,0.8643073448523843,0.6476402922334129,0.9035573900333048,0.8629304231770638,173,1.3.8,Hammercraft,Faculty of Applied Forging,Forge Arts and Metallurgy,"Hammer as Pedagogue: Rhythm, Impact, Intent,Embodied Skills Lab: Holding, Striking, Shaping",2,0.05,0.06590152647217704
Elf,rowan,female,Elenna,Blossomvow,Elenna Blossomvow,18,academic,7,no_known_disabilities,0.8448991818531685,0.7737815080649332,0.6532054084979229,0.7017607286560354,0.4416488138096733,0.9948991818531684,0.8237815080649331,0.7032054084979228,0.7017607286560354,0.5916488138096734,0.7508838616798371,0.8000625286717744,0.5999749201907304,0.9368344571624576,0.8912827716100724,0.956235680151856,0.7770367379628784,0.4486825803110904,174,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.95,0.99
Dwarf,obsidian,male,Daineth,Runeveil,Daineth Runeveil,18,vocational,5,adhd,0.932190855301373,0.7490230284017954,0.5528836447368591,0.5337659859579423,0.5125750637303476,1.0,0.6490230284017953,0.7528836447368591,0.5337659859579423,0.6625750637303476,0.9055479658134014,0.8293803347195597,0.5326660339602317,0.6915065909743393,0.8640339110368505,0.4302898296535759,0.9810301396367822,0.3858447765117879,175,4.1.35,Multispecies Semantics,Faculty of Living Lore,Language and Symbol,"Foundations in Cross-Species Communication,Meaning Beyond Words: Gesture, Scent, Frequency",2,0.9,0.9202773982906701
Dwarf,bismuth,male,Jaskel,Thoughtcoil,Jaskel Thoughtcoil,18,academic,8,physical_disability,0.9438626363423605,0.4577039089461745,0.7152118322188921,0.6993018099817048,0.5030133368723717,1.0,0.5077039089461745,0.765211832218892,0.6993018099817048,0.7530133368723717,0.8535284075964653,0.6519842796073284,0.4211775273587972,0.8789042678556026,0.8695264879737801,0.748200319826731,0.8543754838436116,0.5631418552247665,176,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.45,0.459794173115703
Dwarf,granite,male,Krorik,Grimward,Krorik Grimward,18,academic,5,,0.5986935530023048,0.8720275272892832,0.5457656818568839,0.5697555362232015,0.475026800935624,0.7986935530023047,0.9220275272892832,0.6457656818568839,0.5697555362232015,0.525026800935624,0.4719465864122155,0.7315663624589965,0.810476215404552,0.5705531308643558,0.5960104996000415,0.4639463857144889,0.5517690245893608,0.8275198293726045,177,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.8,0.7985973293206108
Elf,yew,male,Galrian,Boughwitness,Galrian Boughwitness,20,academic,2,"other_neurodivergence,blind_or_visually_impaired",0.7565496034914418,0.7896889405053185,0.5893351083676704,0.5144695314231865,0.4289534009229466,0.9565496034914418,0.9396889405053184,0.6893351083676704,0.5144695314231865,0.3289534009229465,0.6863851415460074,0.6492464891846289,0.7782413597358727,0.6784598992453414,0.6925199734792495,0.5248289556608214,0.8215335717105833,0.833651843464797,178,4.3.40,Critical Power,Faculty of Living Lore,Philosophy and Ethics,"Power as Pattern: Visibility, Inheritance, Flow,Naming the Bindings: Ideology, Myth, and Control",2,0.8,0.8093192570773005
Dwarf,granite,male,Yorvin,Stonehelm,Yorvin Stonehelm,18,academic,3,,0.4223813455103523,0.9470391811724748,0.595033967025764,0.622606735563928,0.2094539129246634,0.6223813455103523,0.95,0.695033967025764,0.622606735563928,0.2594539129246634,0.5101309688409671,0.7206660874896688,0.9161417681725812,0.3663455642610385,0.794501014799448,0.474371312623177,0.582471096958004,0.7204015423917489,179,3.1.28,Indigenous and Folk Knowledge Systems,Faculty of Integrative Inquiry,Ecologies of Knowledge,"Introduction to Indigenous and Folk Epistemologies,Story, Land, and Lineage as Knowledge Archives",2,0.05,0.050506548442048355
Elf,palm,male,Vaelo,Mangroveloom,Vaelo Mangroveloom,18,academic,7,no_known_disabilities,0.750789034686376,0.4773335464611974,0.8753408900776103,0.6043118855333333,0.314853788910688,0.900789034686376,0.5273335464611973,0.9253408900776102,0.6043118855333333,0.464853788910688,0.5278706464105982,0.8390433872613393,0.6301268886557202,0.9490855820693264,0.7933252037683997,0.8472354893365911,0.6639686802614948,0.6894242483683277,180,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.45,0.48803122569278357
Elf,baobab,female,Yllessa,Ceremleaf,Yllessa Ceremleaf,18,vocational,2,no_known_disabilities,0.6640746541379373,0.8819371400196276,0.4268419368431161,0.425395225652074,0.4559854395701606,0.8640746541379373,0.9319371400196276,0.6268419368431162,0.425395225652074,0.4059854395701606,0.6685540738273148,0.6658586602843081,0.910633145163126,0.4681716604293544,0.7219158364857361,0.4448562523813312,0.7764770431871076,0.5949673408855527,181,3.2.30,Pedagogies for Uncertain Times,Faculty of Integrative Inquiry,Learning Futures,"Learning in Crisis: Adaptive Theories of Change,Uncertainty as Curriculum: Improvisation, Reflection, and Risk",2,0.25,0.25842770369136575
Dwarf,malachite,male,Durnan,Gearmantle,Durnan Gearmantle,18,vocational,8,,0.7084461449465436,0.7896817548865247,0.558780234443077,0.7753187764768372,0.4390584710828573,0.7584461449465435,0.8396817548865246,0.6087802344430769,0.7753187764768372,0.5890584710828574,0.8896538568449325,0.8531125849824176,0.6064541975454514,0.6733755606521151,0.8637612276013004,0.7863399706829148,0.7839169915679906,0.8462697866698807,182,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.9,0.9194826928422466
Dwarf,sandstone,neuter,Remi,Dustline,Remi Dustline,18,academic,6,physical_disability,0.673040113220028,0.6373293838112403,0.8278560446150832,0.661796455256542,0.4127888381422304,0.873040113220028,0.6873293838112402,0.9278560446150832,0.661796455256542,0.5627888381422305,0.5567240760366363,0.6518836033801739,0.6079724942223225,0.7750845013603861,0.6765000482623552,0.9315388809039112,0.8326019435515802,0.6316107371802506,183,2.3.22,Mediation,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Foundations of Mediation and Dialogue,Listening Between: Power, Culture, Emotion",2,0.8,0.8028362038018318
Elf,yew,male,Valreth,Pactweaver,Valreth Pactweaver,18,vocational,5,no_known_disabilities,0.6360718428845524,0.7095122945775227,0.6185911066950697,0.4584204242796236,0.3606242808259562,0.7360718428845524,0.7595122945775227,0.7185911066950696,0.4584204242796236,0.4106242808259562,0.6483535720713934,0.7657349284136734,0.8195450411855281,0.6759332778547292,0.8198267091911572,0.743972599751813,0.6472083896123302,0.7529129796256245,184,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.933368908061322
Dwarf,obsidian,female,Syra,Veilwhisper,Syra Veilwhisper,18,academic,8,physical_disability,0.8449428604406198,0.7620651800335856,0.3150968798803992,0.4188722428054072,0.3562040373980366,0.9949428604406196,0.8120651800335855,0.3650968798803992,0.4188722428054072,0.6062040373980366,0.8391304020896491,0.817055463277016,0.4319560422257952,0.8100370775133067,0.9262850806463512,0.5446119753625001,0.933733462200891,0.3824506298952217,185,1.2.6,Brewcraft and Fermentation Systems,Faculty of Applied Forging,Food and Sustenance Technologies,"The Alchemy of Fermentation,Yeasts, Bacteria, and Microbial Worlds",2,0.05,0.060152124327061976
